테마명,종목명,테마 사유
엔터테인먼트 ,키이스트,"IP 를 활용한 영상 콘텐츠의 유통과 배우, 아티스트 매니지먼트 사업을 영위. 지분을 보유중인 일본상장법인 스트림미디어코퍼레이션(한류콘텐츠 유통 전문회사로 매니지먼트 사업, 공연이벤트 사업 등을 영위하는 업체)을 통해 방탄소년단과 일본 매니지먼트 전속 계약을 체결한 바 있음."
엔터테인먼트 ,아리온,엔터테인먼트 사업을 하는 종속회사 (주)라인엔터인먼트와 관계회사 어라운드어스이엔티(주)등의 지분을 취득.
엔터테인먼트 ,에프엔씨엔터,"매니지먼트를 주요사업으로 영위하는 종합엔터테인먼트회사. FT아일랜드, 씨엔블루, AOA, 엔플라잉, SF9, 체리블렛, 노홍철, 이동건, 정해인 등과 전속계약 체결."
엔터테인먼트 ,엔투텍,"20년2월 엔터테인먼트 업체 에이스팩토리를 흡수합병함에 따라 방송프로그램 제작 및 판매, 매니지먼트 사업 진출."
엔터테인먼트 ,알비더블유,"마마무 소속사로 알려진 종합 엔터테인먼트 업체. 매니지먼트, 음원/음반/영상/저작관리, 제작 대행(OEM 등), 공연, 상품 판매 등의 사업을 영위. 마마무, 원어스, 원위, 브로맨스, 퍼플키스 등의 전속 아티스트들을 보유하고 있으며, 2021년 상반기 중 WM엔터테인먼트의 지분 인수를 통해 오마이걸, B1A4 등의 유망한 아티스트를 포트폴리오에 추가."
엔터테인먼트 ,코아시아옵틱스,16년1월 오앤엔터테인먼트 지분 취득으로 엔터테인먼트 사업 진출. 16년8월 엔터테인먼트사 에이치이엔엠을 인수해 17년1월 흡수합병 완료.
엔터테인먼트 ,TJ미디어,"노래반주기 제조사업, 노래방 음악 콘텐츠를 기반으로 한 미디어 콘텐츠 사업 등을 영위. 매니지먼트업을 영위하는 위드어스엔터테인먼트를 종속회사로 보유."
엔터테인먼트 ,갤럭시아에스엠,"Property(스포츠협회/스포츠연맹/스포츠구단/스포츠선수 등 원천권리보유자)에 대한 마케팅권리를 활용하여 각종 스폰서쉽, 머천다이징, 이벤트 사업 등을 진행하는 스포츠마케팅을 주사업을 영위. 스피드스케이팅 김민석 등의 선수를 매니지먼트중."
엔터테인먼트 ,SMC&C,"에스엠엔터테인먼트의 글로벌 네트워크를 통한 영상 콘텐츠 제작(드라마, 예능프로그램 등), 매니지먼트 사업 등을 영위하는 업체."
엔터테인먼트 ,JYPEnt.,"연예매니지먼트, 영화, 드라마, 음반기획/제작 발매사업을 영위하는 종합 엔터테인먼트 기업. 트와이스, ITZY, Stray Kids 등 소속가수 및 연예인들의 엔터테인먼트 활동(광고, 드라마출연, 공연 등)과 음반(CD), 음원의 제작 및 판매를 주요사업으로 영위."
엔터테인먼트 ,아이오케이,"연예인 매니지먼트사업을 기반으로 한 엔터테인먼트(Branded Entertainment)사업을 주요사업으로 영위. 방송인(연기자, 예능인, 가수 등)의 매니지먼트사업을 진행중이며, 소속 아티스트는 고현정, 조인성, 신혜선, 김하늘, 전효성 등 40여명의 아티스트가 있음."
엔터테인먼트 ,아센디오,"엔터테인먼트 사업 영위 업체. 영화(영화 제작, 투자·배급), 드라마(드라마 제작, 투자), 매니지먼트(연예매니지먼트), 영상솔루션(영상정보처리를 통한 통합솔루션 제공) 등의 사업을 영위. <검객>, <이웃사촌> 등을 투자ㆍ배급했으며, 최수종, 하희라, 이다해 등의 배우와 전속계약 체결."
엔터테인먼트 ,삼화네트웍스,드라마제작을 중심으로 한 엔터테인먼트 업체. 경쟁력 있는 PD와 지명도 높은 작가와의 계약을 통해 드라마 제작의 기반을 마련하는 등 드라마 제작에 초점을 맞춰 영업활동을 전개. 더블유에스엔터테인먼트를 종속회사로 보유.
엔터테인먼트 ,지니뮤직,"KT그룹 계열의 디지털음악서비스 업체. 온라인 음악서비스 및 음악 유통을 주요 사업으로 영위. 2014년2월 KT로부터 사업양수한 지니(www.genie.co.kr) 음악서비스를 운영중. 2018년 10월 씨제이디지털뮤직과의 합병을 통해 CJ ENM의 드라마 OST, 음악 콘텐츠 유통을 전담중."
엔터테인먼트 ,큐브엔터,"음반 기획, 제작 및 매니지먼트업체로 이휘재, 비투비, CLC, 펜타곤, (여자)아이들 등이 소속되어 있음."
엔터테인먼트 ,카카오,"18년9월 카카오M을 흡수합병해 음반 기획/제작/판매 및 온라인 음원 유통사업과 종속회사 스타쉽엔터테인먼트(몬스타엑스 등), 아이에스티엔터테인먼트(에이핑크 등) 등을 통해 엔터테인먼트 사업을 영위. 21년7월 멜론사업부문(음원서비스, 뮤지컬, 티켓)을 분할하여 분할 신설회사 멜론컴퍼니(Melon Company Corp.)를 설립."
엔터테인먼트 ,하이브,"방탄소년단(BTS)을 보유한 글로벌 엔터테인먼트 업체. 방탄소년단(BTS), 투모로우바이투게더(TXT) 등을 보유한 빅히트뮤직을 비롯해 세븐틴, 프로미스나인 등을 보유한 플레디스엔터테인먼트, 쏘스뮤직, 위버스컴퍼니, 케이오지엔터테인먼트 등을 종속회사로 보유."
엔터테인먼트 ,큐로홀딩스,"영화·드라마 등 영상 콘텐츠 제작, 연예인 매니지먼트 등의 엔터테인먼트 사업을 주요사업으로 영위. 방송프로그램 제작업을 하는 에이트웍스, 연예 매니지먼트사업을 하는열음엔터테인먼트 등을 종속회사로 보유."
엔터테인먼트 ,판타지오,"엔터테인먼트 사업을 영위하는 업체. 엔터테인먼트 사업은 연예 매니지먼트, 영화제작, 음반 제작을 영위하고 있으며, 임현성, 옹성우 등의 연예인 및 위키미키, 아스트로 등의 가수들이 소속되어 있음."
엔터테인먼트 ,에스엠,"음악 전문 종합엔터테인먼트 업체. 강타, BoA, 동방신기, 슈퍼주니어, 소녀시대, 샤이니, EXO, Red Velvet(레드벨벳), NCT, SuperM, 에스파(aespa) 등의 소속 가수를 보유. 주요사업으로 음반 제작, 퍼블리싱, 공연 기획 및 제작 등의 사업 등."
엔터테인먼트 ,IHQ,"국내 톱스타들이 포진된 매니지먼트 부문을 비롯해 음반, 드라마 제작 등 엔터테인먼트 사업 전반에 걸쳐 영향력을 미치고 있는 종합엔터테인먼트 그룹."
엔터테인먼트 ,스튜디오드래곤,"CJ그룹 계열의 드라마 등 방송영상물제작업체. 드라마 콘텐츠를 기획/제작하여 미디어 플랫폼에 배급하고 VOD, OTT 등을 통한 유통 및 관련 부가사업 등을 영위. <시그널>, <도깨비>, <미스터 션샤인>, <사랑의 불시착>, <스위트홈>, <빈센조> 등을 제작."
엔터테인먼트 ,CJENM,"CJ오쇼핑과 CJ E&M과의 합병법인. 방송, 영화, 음악, 공연 등을 아우르는 종합 엔터테인먼트 사업 영위. 스튜디오드래곤의 최대주주임."
엔터테인먼트 ,콘텐트리중앙,중앙일보 계열의 지주사업과 영화 및 방송 콘텐츠 투자사업을 영위하는 업체. 멀티플렉스 극장(메가박스 등) 운영사업을 영위하는 메가박스중앙과 드라마 제작 및 콘텐츠 유통사업 등을 영위하는 에스엘엘중앙 등을 자회사로 보유.
엔터테인먼트 ,초록뱀미디어,"TV드라마 제작을 중심으로 하는 콘텐츠 제작사업과 드라마 콘텐츠를 기반으로 하는 각종 부가사업(OST, 테마파크 개발) 등을 영위하는 업체."
엔터테인먼트 ,와이지엔터테인먼트,"국내 및 일본, 중국 등 전 세계에서 매출이 발생하는 글로벌 엔터테인먼트사. 음반 및 음원 산업, 공연 사업, 매니지먼트(용역) 사업 등을 영위. 가수 블랙핑크, 빅뱅, 아이콘, 위너, 젝스키스 등과 배우 강동원, 유인나, 차승원, 최지우 등과 전속계약 체결."
엔터테인먼트 ,디어유,"에스엠엔터테인먼트 그룹 계열의 팬-아티스트 커뮤니케이션 플랫폼 제공 업체. 에스엠엔터테인먼트, 에프엔씨엔터테인먼트, 젤리피쉬엔터테인먼트, 제이와이피엔터테인먼트, 더블유엠엔터테인먼트, 엠앤에이치엔터테인먼트, 플레이엠엔터테인먼트, 미스틱스토리 등이 DearU bubble 서비스에 참여 중."
엔터테인먼트 ,팬엔터테인먼트,"드라마, 교양/예능프로그램 등의 방송영상물제작 및 드라마OST 등의 음반제작을 주요사업으로 영위."
엔터테인먼트 ,바른손,"콘텐츠 제작, 배급, 엔터테인먼트 사업 영위. 특히, 계열사 시오필름을 통해 영화제작 사업을 영위."
엔터테인먼트 ,스튜디오산타클로스,"매니지먼트, 영화, 드라마사업, 투자배급을 주된 사업으로 영위. 소속 연예인으로 김옥빈, 김윤석, 오현경, 이다희, 황우슬혜 등이 있음."
소매유통 ,청담글로벌,"Beauty & Life 제품을 유통하는 E-Commerce 업체. Beauty&Life 제품(화장품, 영유아제품, 건강기능식품 등)들을 중국, 미국, 유럽, 동남아 등 글로벌 시장에서 유통/마케팅/브랜딩하며 성공적인 브랜드로 안착할 수 있도록 컨설팅, 마케팅 및 유통을 일원화한 One-Stop Total Solution을 제공."
소매유통 ,이마트,국내 대형마트 1위업체. 11년6월 기존 신세계의 백화점 부문과 이마트 부문 중 이마트부문이 기업 분할되어 재상장됨.
소매유통 ,현대홈쇼핑,"현대백화점 계열의 홈쇼핑업체로 TV홈쇼핑, 인터넷쇼핑몰 등의 매체를 이용하여 상품 및 서비스를 제공하는 통신판매사업을 영위."
소매유통 ,롯데하이마트,"롯데그룹 계열의 국내 최대 가전제품 소매업체. 다수의 하이마트 지점을 통해 백색 및 생활/주방가전, 영상 및 IT가전 등을 판매."
소매유통 ,호텔신라,삼성그룹 계열의 호텔 및 면세유통 사업자.
소매유통 ,BGF리테일,BGF 계열의 편의점 업체. 편의점 브랜드 CU를 운영하고 있는 국내 편의점 업계 1~2위를 다투는 사업자임.
소매유통 ,대구백화점,대구 및 경북지역 중심의 백화점 업체. 백화점 사업을 주력으로 브랜드 및 체인 마트 사업도 영위.
소매유통 ,GS리테일,GS그룹 계열의 종합 유통업체. GS25 편의점과 GS슈퍼마켓 등의 사업을 영위중. 21년7월 GS홈쇼핑 흡수합병.
소매유통 ,롯데쇼핑,"백화점, 할인점, 영화관, 아울렛 등을 운영하는 롯데그룹 계열의 국내 최대 유통업체."
소매유통 ,광주신세계,신세계 계열의 광주소재 지방백화점 운영 업체.
소매유통 ,세이브존I&C,"백화점형 할인점 운영업체로 서울시 노원구 하계동 위치한 노원점(본점)을 포함하여 수도권 4개지점(성남점, 광명점, 부천상동점)과 대전점, 전주코아점을 포함하여 총 6개 지점을 운영."
소매유통 ,현대백화점,"업계 상위의 백화점 업체. 동사 및 계열사는 서울 압구정 본점을 포함해 신촌점, 천호점, 판교점, 디큐브시티점 등의 사업장을 운영중에 있으며, 아울렛 사업, 인터넷 쇼핑몰 등 사업영역을 확대하여 경쟁력을 강화중."
소매유통 ,신세계,"신세계 백화점을 운영하는 대형 유통업체. 백화점, 패션관 및 식품관을 운영."
소매유통 ,베뉴지,백화점(일산점)을 운영중인 중견 유통업체.
소매유통 ,위니아에이드,"대유위니아 그룹 계열의 유통, 물류, 서비스 업체. 유통사업부문은 전국의 오프라인 매장을 기반으로 관계사(대유위니아 그룹사) 및 고객사의 가전을 판매/유통."
소매유통 ,아이에스이커머스,"인터넷을 기반으로 패션/의류/잡화 등의 생활문화 아이템을 유통하는 전자상거래 전문업체. 해외 수입 대행 및 국내 업체들의 입점을 통한 전자 상거래(E Commerce, Mobile Commerce, Smart TV Commerce)사이트인 WIZWID 사업을 운영중."
소매유통 ,지어소프트,"IT서비스와 광고사업, 이커머스 사업을 주력 사업으로 영위하는 업체. 유통 및 이커머스 사업부문은 친환경 유기농 식품을 주로 유통하는 서울 및 수도권에 7개 직영점을, 22년6월말 당사 및 자회사 오아시스 연결 기준으로 총 61개 직영점을 운영. 자회사인 오아시스를 통해 새벽배송을 전문으로 하는 이커머스 플랫폼을 마련하여 오픈마켓 운영중."
소매유통 ,커넥트웨이브,"컴퓨터주요부품 가격비교로 시작하여 현재는 전 카테고리를 망라하는 종합 가격비교사이트로, 최저가 뿐만아니라 전문적이고 다양한 쇼핑정보를 제공하는 쇼핑검색 전문 포털업체."
소매유통 ,CJENM,"CJ오쇼핑과 CJ E&M과의 합병법인. 1995년 국내 최초로 TV홈쇼핑 방송을 시작했으며, 케이블TV홈쇼핑을 비롯해 카탈로그와 인터넷 쇼핑몰(CJmall몰) 등의 매체를 이용해 상품 및 서비스를 제공중."
소매유통 ,그래디언트,"20년7월 구 인터파크를 흡수합병함에 따라 기존 지주회사 체제에서 탈피하고, 전자상거래에 의한 도소매업, 도서 판매, 공연 기획, 제작과 티켓예매 및 판매대행업, 일반여행업 및 여행중개업 등의 사업을 영위."
출산장려정책 ,SAMG엔터,"국내 최대 3D 애니메이션 업체. 자체 캐릭터와 브랜드의 키즈 콘텐츠를 기획 제작하여 인터넷 동영상 서비스(유튜브, iQiyi, YOUKU 등), OTT, IPTV 등 다양한 플랫폼에서 자체 채널을 운영하고 있으며, 해당 캐릭터와 브랜드를 활용한 의류-화장품 등 머천다이징(MD), 교육, 게임 등으로 사업 확장. 주요 브랜드로는 미니특공대, 캐치!티니핑, 룰루팝, 슈퍼다이노 등이 있음."
출산장려정책 ,모나리자,"화장지, 티슈, 기저귀, 마스크 등 위생용품 제조 및 판매업체. 프리미엄 육아 전문 브랜드 데이데이비쥬를 통해 유아용 제품을 판매중."
