테마명,종목명,테마 사유
폐기물처리 ,와이엔텍,산업폐기물 처리를 주요 사업으로 영위. 여수산단 지역의 폐기물 처리가 주업.
폐기물처리 ,서한,음식물류 폐기물 및 분뇨처리시설 설치 등의 공사 경험 보유.
폐기물처리 ,제넨바이오,폐기물처리 사업을 영위중인 에코랜드를 종속회사로 보유중.
우주항공산업 ,쎄트렉아이,"위성을 제작하는데 사용된 기술을 기반으로 군사 목적으로 활용할 수 있는 위성과 무인기의 이동형 지상체 중심의 방위사업 영위. 무인기 지상체사업, 차세대 전차/장갑차의 영상처리시스템, 국방로봇의 영상제어장치, 유도무기의 제어센서 및 통신용 부품, 아리랑 위성 시리즈의 이동형 지상국 등을 공급."
우주항공산업 ,AP위성,수년 간 다목적 실용위성사업으로 대표되는 국가우주개발사업에 참여 경험 보유. 다목적실용위성6호에 탑재체 데이터링크 및 위성체 전기지상지원장비(EGSE)와 다목적실용위성 7호에 탑재체 기기자료처리장치 및 달탐사 시험용 궤도선 본체 전장품 설계 및 개발을 진행.
우주항공산업 ,LIG넥스원,"LIG그룹 계열의 종합방산업체로 인공위성에 탑재되는 영상레이더(SAR)를 양산중. 통신용 소형인공위성 시장 진출을 위해 한국항공우주, KAIST와 공동 개발을 진행할 예정."
우주항공산업 ,한화에어로스페이스,"엔진사업(항공기 엔진 및 부품, 산업용 압축기 및 발전기 등)을 영위. 나로호 발사체에 터보펌프를 제작."
우주항공산업 ,인텔리안테크,저궤도 위성통신 지상망 안테나 개발을 완료. 향후 군용(방위산업부문)과 저궤도/중궤도 위성 서비스 제품을 포함한 육상용/항공용 위성통신 안테나시장으로 확대중.
우주항공산업 ,한화,"한국형 우주발사체 중 고체연료 로켓 제작 담당업체. 항공기 및 우주발사체용 유압계통, 연료계통 및 조종계통 등 국내 항공우주/방위산업 분야의 주요 시스템 공급업체."
우주항공산업 ,켄코아에어로스페이스,"나사(NASA)의 유인달탐사 프로젝트인 아르테미스 프로젝트를 참여중이며, 발사체의 인터탱크(Intertank)와 엔진 섹션, 탱크조절장치(Slosh Baffle)의 디테일 파트 생산을 담당하고 있음. 미국법인 자회사인 California Metal & Supply Inc가 이번 프로젝트의 원소재 공급을 맡았으며, 다른 미국법인 자회사 Kencoa Aerospace LLC가 생산을 담당하고 있음."
우주항공산업 ,태웅,"2020년 1월 ‘아마존’, 테슬라·미국 항공우주국(NASA)이 추진 중인 우주여행 프로젝트의 핵심 부품 납품기업으로 선정. 단조 제품 16개 공급 완료."
우주항공산업 ,한국항공우주,"우주사업의 일환으로 다목적실용위성(아리랑 위성), 정지궤도복합위성 등의 본체 및 핵심부분품을 설계, 제작하여 한국항공우주연구원(KARI)에 납품. 아리랑1호 사업부터 2호, 3호, 5호에 이르기까지 위성 본체 개발 전 사업에 참여했으며, 다목적실용위성 아리랑 3A호의 본체 주관개발을 성공적으로 수행."
우주항공산업 ,제노코,"위성통신부품 제조 업체. 위성탑재체, 위성운용국 및 단말, 전기지상지원장비(EGSE(Electrical Ground Support Equipment)) 사업을 주력으로 영위하고 있으며, 위성탑재용 주파수 X대역(8.025~8.4GHz) 송신기(X-band Transmitter), ANASIS-II 위성운용국을 설계, 구축 및 제조. 주요 고객은 한국항공우주연구원(KARI), AIRBUS D&S 등임."
우주항공산업 ,대한항공,"국내 최대 항공운송회사로 항공우주사업도 영위. 대형 통신위성인 무궁화 3호의 패널과 태양전지 패널을 제작, 납품해 위성 제작 기술력을 인정받았으며, 아리랑 위성 2호 제작과 조립에도 참여. 한국형 우주발사체 나로호(KSLV-1)의 총조립 담당업체."
우주항공산업 ,현대로템,"2014년3월 ""한국항공우주연구원으로부터 약 710억원 규모의 한국형 발사체(KSLV-Ⅱ) 추진기관시스템 시험설비(PSTC) 구축사업""을 수주한 바 있음. 과거 한국형 액체추진 과학관측 로켓(KSR-Ⅲ)용 엔진시험설비 구축 참여."
우주항공산업 ,퍼스텍,후성그룹 계열의 방위산업 전문업체로 나로호 사업에도 참여해 자세제어시스템을 납품.
우주항공산업 ,한양이엔지,특수가스설비 기술을 바탕으로 나로호 발사체 관련 설비에 참여함. 나로호에 탑재된 GPS(위성항법장치) 수신기 및 안테나를 만든 한양네비콤의 지분 보유.
우주항공산업 ,한양디지텍,나로호에 탑재된 위성 항법 시스템을 개발하여 공급한 바 있는 한양네비콤 지분 보유중.
우주항공산업 ,한화시스템,"전자식 위성통신안테나 사업 참여 목적으로, 영국 현지 법인 HSE 설립해 20년6월 Phasor Solution의 특허, 핵심인재 및 장비 포괄양수. 20년9월 한국항공우주연구원(KARI)과 '아리랑 위성 7A호 적외선(IR) 영상장치 개발' 착수."
우주항공산업 ,서남,"전력케이블, 한류기, Fusion Reactor, 모터 및 발전기용 고온 초전도 선재 제조 및 판매업체. 주요 제품으로는 2세대 고온 초전도선재가 있으며 NASA 차세대 모터개발 연구용 목적으로 美 연방정부조달SAM 통해 수주 및 납품한 바 있음."
우주항공산업 ,에스에프에이,최첨단 우주 및 항공 산업에 활용되는 Test 환경 구축 프로젝트 참여 및 관련 사업 전개중.
우주항공산업 ,세원이앤씨,"'누리호' 추진기관의 성능·내구성을 검증하는 추진기관시스템 시험설비의 일부 장치 분야 설비 구축 및 운용 프로젝트를 2014년부터 수행중. 동사가 독자적 기술로 참여한 '누리호' 1단부와 2단부 및 3단부의 추진기관시스템 시험설비의 일부 장치는 이렉터 시스템, 이송장치 시스템, 고정장치 시스템, 액세스플랫폼 시스템으로 구성돼 있으며, 동사는 이에 대한 설계·제작부터 설치·시운전·운용에 이르는 전 과정을 담당."
우주항공산업 ,이수페타시스,"국내 인쇄회로기판(PCB)업계 최초로 항공 우주분야 품질 규격(AS9100) 인증을 획득했으며, 국제 우주항공산업 특별 공정 관리 프로그램(NADCAP) 인증 획득."
우주항공산업 ,덕산하이메탈,연결대상 종속회사로 덕산넵코어스(항법솔루션 등을 보유한 방위산업전문 기업)를 보유. 덕산넵코어스(구. 넵코어스)는 2018년 누리호 시험발사체에 GNSS 항법장치를 공급한 바 있음.
우주항공산업 ,비츠로테크,"플라즈마기술을 이용한 폐액처리 및 진공상태 초정밀접합, 특수정공 설계 등을 통한 항공우주 시제품을 생산하는 특수부문 사업도 영위. 한국항공우주연구원의 소형위성 발사체 개발사업에 참여한 바 있으며, 국내최초로 액체로켓 연소기 개발과 제작에 성공."
우주항공산업 ,한글과컴퓨터,"우주·항공 전문기업 한컴인스페이스를 계열사로 보유중이며, 국내 첫 지구 관측용 민간위성인 세종1호를 22년5월 성공적으로 발사."
우주항공산업 ,파이버프로,광센서 및 광 계측기기 생산공급 업체. 실용급 위성(정지궤도 위성용) 자이로스코프의 개발 공급사로 선정. 나로호와 누리호에 항법장치 자이로스코프를 공급.
비료 ,태원물산,석고부문에서 시멘트 원료인 인산정제석고와 기타 석고플라스터 및 비료용 원료를 생산중.
비료 ,우진비앤지,신규사업으로 미생물 농약 및 미생물 비료사업을 영위. 농촌진흥청에 토양개량 및 작물의 생육촉진제로 등록한 토양 개량제 '토사랑' 제품을 생산/판매 중.
비료 ,조비,"국내 최초의 민간자본의 복합비료회사. 맞춤 비료 등의 복합비료를 생산하고 있으며, 다양한 친환경 비료를 개발, 판매."
비료 ,대유,"비료 및 농약 제조업체. 주요 제품으로는 비료분야에서 대유나르겐, 부리오, 대유 미리근 등이 있으며, 비료분야 매출 비중이 대부분임."
비료 ,남해화학,"농협계열의 국내 최대 비료(복합비료, 요소, 맞춤형비료 등) 생산 및 판매업체."
비료 ,효성오앤비,"혼합유박비료, 유기복합비료, 혼합유기질비료 등의 유기질비료 제조업체. 농협중앙회를 통해 유기질 비료를 전국에 공급. 주요 제품으로 과수/원예/수도작용 비료(유박골드, 우황골드), 과수작물 전용비료(프로파머), 수도작 전용비료(러브미) 등이 있음."
비료 ,롯데정밀화학,"롯데그룹계열의 정밀화학 기업으로 비료의 주원료인 암모니아, 요소사업을 영위."
비료 ,KG케미칼,"복합비료(복합비료, 유기질비료, 원예용 복합비료 등) 등을 주력으로 생산중."
비료 ,태경비케이,고토과립 및 규산질 비료제품과 농용과립 생석회비료 등을 생산/판매 중.
비료 ,체시스,"계열회사 넬바이오텍이 동물약품, 단미사료, 기능성비료, 동물약품원료 제조/도매 및 농수축산용기자재 도소매 등 동물용 의약품 제조업 영위."
비료 ,카프로,"유안비료는 속효성 질소질 비료로서 동사가 국내 최대의 생산업체. 유안비료의 경우 판매량의 대부분을 수출하고, 나머지는 농업용, 원료용, 공업용으로 국내에 판매."
비료 ,누보,"비료, 유기농업자재 연구개발 및 제조, 판매를 주력사업으로 영위. 주요 제품으로는 화학비료(논편한 원타임, 납작이, 비료대왕), 코팅비료(논편한 올코팅, 논편한 원타임 골드), 유기질비료(참편한9), 유기농비료(트리플, 일석4조) 등이 있음."
원자력발전 ,강원에너지,산업용 보일러 전문업체. 원전용으로 사용되는 증기발생기(수관식 보일러)를 생산. 한국수력원자력(주)으로부터 산업용보일러설비 수주 경험 보유.
원자력발전 ,대우건설,"다수의 국내외 원자력발전소 관련 시공 경험과 세계적인 원전 시공 관련 기록을 보유. 원자로 건물 및 원자로 자관설치 세계 최단기간 완공, 구조물 안정성 테스트(SIT), 종합 누설률 테스트(ILRT) 세계 최고기록 등을 보유. 삼성물산, GS건설과 함께 신월성원자력 1, 2호기 건설에 참여."
원자력발전 ,에너토크,"전동엑츄에이터 및 감속기 제조 및 판매업체. 주요 제품인 전동엑츄에이터는 발전플랜트, 상하수도 시설, 정수장, 가스회사(정유사), 조선소 및 제철소 등에서 액체 및 기체 등 유체의 흐름을 제어하는 밸브 구동 장비임. "
원자력발전 ,한전KPS,"한국전력공사 계열의 발전설비 정비 전문업체. 국내 발전설비정비 선도기업으로서 전력설비정비(화력, 원자력/양수, 송변전, 대외, 해외) 및 이와 관련되는 기술개발 사업 등을 영위."
원자력발전 ,효성중공업,"효성에서 중공업 및 건설사업부문이 인적분할되어 재상장된 업체. 발전 후 전력의 변전 및 변압기 설치 기술 보유. 원자력발전소용 345KV 변압기, 765KV변압기, 800KV 2점절 가스절연 개폐기 등을 국내 최초 개발했으며, 세계에서 두 번째로 극초고압 차단기인 1,100KV GIS(가스절연개폐장치)를 개발함."
원자력발전 ,금화피에스시,"원자력발전소 건설공사 중 핵심 부분인 원자로 건설공사 시공 경험을 보유. 원자로, 증기발생기, 터빈, 발전기 등을 설치. 신월성 1, 2호 주설비공사를 수행."
원자력발전 ,LSELECTRIC,"발전 후 전력의 변전 및 변압기 설치 기술 보유. 울진 원자력 발전소 3, 4호기, 영광 원자력발전소 5, 6호기에 주제어반 및 관련 계측기기를 공급한 경험 보유."
원자력발전 ,한국전력,"국내 발전 및 송전사업을 책임지고 있는 공기업으로 전기판매, 원자력발전, 화력발전, 기타(발전소 설계 및 정비 등)사업을 영위."
원자력발전 ,GS건설,"삼성물산, 대우건설과 함께 신월성원자력 1, 2호기 건설에 참여하여 원자력 사업에 진출. 현대건설, SK건설과 신울진원자력 1, 2호기 건설을 추가로 수주."
원자력발전 ,보성파워텍,전력산업 기자재 생산 전문업체로 한국형 원자력발전소의 철골구조물을 생산/공급 중.
원자력발전 ,휴센텍,"방산분야 전자/제어 전문업체로 민수부분에서 원자력 발전용 터빈발전기 제어분야 부품들을 개발, 생산. 다만, 원자력 매출 비중은 미미."
원자력발전 ,에스앤더블류,"선박엔진 부품 및 산업부품(산업볼트), 단조품 생산/판매 업체. 두산중공업 등에 볼트, 스크류 등을 공급. 신고리/월성/울진/영광원자력 발전소 등에 사용되는 원자력 ASME SEC3 볼트류를 공급."
원자력발전 ,태웅,원자력발전 주기기에 소요되는 단조품을 생산.
원자력발전 ,두산에너빌리티,"원자로 용기 제작이 가능한 단조설비를 가진 세계적인 회사중 하나이며, 국내 첫 원자력발전 해외 수출 1호인 아랍에미리트(UAE) 원자력발전소 주기기 공급사로 참여."
원자력발전 ,대한전선,원자력 발전소용 케이블 제품 생산 능력 보유중.
원자력발전 ,DL,"원전 시공 기술을 보유하고 있는 몇 안 되는 국내 건설사중 하나. 영광원자력 5, 6호기의 주설비공사를 진행하였으며, 영광원전 온배수 저감시설, 고리원전 소내정전 대처설비공사도 준공. 또한, 울진 1, 2호기 증기발생기 교체(SGR)사업에서 시공자로 선정된바 있으며, 현대건설, SK건설과 신고리원자력 1, 2호기 주설비 공사에 참여."
원자력발전 ,이엠코리아,"원자력, 수력, 화력발전소 등의 스팀터빈 분야의 주요 핵심 부품인 A'ssy류를 국산화 개발하여 납품."
원자력발전 ,현대건설,"국내 원전 건설의 선두주자로 국내 최대 시공 실적을 보유하고 있음. 신고리 1, 2호기와 신고리 3, 4호기 시공에 대표사로 참여 중에 있으며, 국내 첫 원자력발전 해외 수출 1호인 아랍에미리트(UAE) 원자력발전소 시공에도 참여함."
원자력발전 ,수산인더스트리,"수산그룹 계열의 발전설비 대상 정비사업 영위 업체. 발전설비를 대상으로 정비용역을 제공하고 있으며, 크게 원자력, 화력(석탄, 복합, 열병합), 신재생(바이오매스, 연료전지, 양수, 태양광 발전소) 및 기타 사업으로 구분. 원자력, 화력 부문 매출 비중이 높음."
원자력발전 ,오르비텍,"원자력사업, ISI사업, 항공사업 등을 영위하는 업체. 원자력사업본부는 원자력 발전소의 방사선안전관리, 방사성폐기물 규제해제, 방사선 계측사업 및 관련제품 생산/판매 등을 영위."
원자력발전 ,DL이앤씨,"원전 시공 기술을 보유하고 있는 몇 안 되는 국내 건설사중 하나. 영광원자력 5, 6호기의 주설비공사를 진행하였으며, 영광원전 온배수 저감시설, 고리원전 소내정전 대처설비공사도 준공. 또한, 울진 1, 2호기 증기발생기 교체(SGR)사업에서 시공자로 선정된바 있으며, 현대건설, SK건설과 신고리원자력 1, 2호기 주설비 공사에 참여."
원자력발전 ,한신기계,"공기압축기(Air Compressor) 전문 제조업체로 원자력 발전소용 공기압축기를 국내 주요 원전에 공급. 원자력발전소 신울진 1,2호기, 고리 3,4호기에 제품을 공급."
원자력발전 ,디티앤씨,"시험인증 사업을 전문적으로 하는 기업으로 원전용 기기 및 부품에 대한 성능검증기관 인증을 획득했으며, UAE에 수출한 원전에 기계장치 검증을 수주한 바 있음."
원자력발전 ,HRS,"원자력 발전소에 사용되는 실리콘 고무 방화 제품(원자력 발전소 방화Seal, 방사능 차단제 등) 생산업체. 10년7월 유럽의 힐티(HILTI)사와의 원자력발전소용 방화제 판매 독점권부여 계약을 체결한 바 있음."
원자력발전 ,한전기술,한국전력공사 계열의 발전소 및 플랜트 관련 엔지니어링 업체. 원자력발전소 설계사업의 경우 국내사업은 한국수력원자력이 발주하는 국내 원자력발전소의 설계 및 엔지니어링을 맡고 있음.
원자력발전 ,우리기술,"제어계측 전문업체. 원자력사업의 경우 원자력발전소의 감시, 경보, 제어시스템을 100%자체 기술로 개발하여 공급, 특히 원전의 핵심기술인 계측제어설비(MMIS)는 국산화에 성공하여 세계 4번째로 원전핵심기술 보유."
원자력발전 ,하이록코리아,계장용 관 이음쇠(Fitting) 및 밸브(Valve) 등을 제조 및 판매하는 업체. 한국전력으로부터 원자력발전소용 초정밀 Fitting(관이음쇠)제품의 제조승인을 획득해 다수의 원자력발전소에 제품을 공급.
원자력발전 ,한양이엔지,"원자력 사업참여 필수 인증인 전력산업기술기준인증(KEPIC)를 획득하고, 원자력 발전 설비부문 중 폐수처리설비를 담당."
원자력발전 ,성광벤드,"관이음쇠 전문 제조업체. 조선업, 석유화학 플랜트사업, 원자력공사, 발전설비 산업 등에 쓰이는 금속관이음쇠(ELBOW, TEE, REDUCER 등)를 생산, 판매."
원자력발전 ,서전기전,"2020년 전력산업기술기준에서 요구하는 원자력 품질 보증, 즉 원자력 전기부문(KEPIC-EN) 인증을 새롭게 취득하며 기술력을 인정 받은 바 있음."
원자력발전 ,우진,산업용 계측기 및 제어장치 제조/판매업체. 축적된 계측기 관련 기술력을 응용하여 원자력발전소용 계측기를 핵심사업으로 영위.
원자력발전 ,한전산업,"2010년11월 신월성 제1,2호기 원자력 수처리 설비 운전 및 경상정비 공사 수행. 14년 한빛본부 제1~6호기 원전 수처리설비 운전 및 경상정비공사 진행."
원자력발전 ,SG&G,"원전부품 제작 사업을 영위하고 있으며, 원전에서 필요한 상단고정체, 상(하)단 지지격자, 중간지지격자, 보호 지지격자, 하단 고정체 등을 생산하여 한국원자력연료(주)의 검수와 승인을 거쳐 납품중."
원자력발전 ,태광,원자력발전소용 Fitting(관이음쇠)제품 공급.
원자력발전 ,광명전기,"수배전반, 가스절연개폐장치(GIS) 등을 생산, 판매하는 업체로 원자력 발전소에 수배전관을 납품."
원자력발전 ,대창스틸,원자력발전소용 이중바닥재 독점 스팩보유로 국내원전뿐아니라 해외 한국형원자력발전소 수주현장에 적용되어 수출진행중.
원자력발전 ,SNT에너지,"미국 Foster Wheeler North America Corp(FWNAC)와의 기술도입 계약으로 원자력발전소는 물론 화력발전소와 LNG복합화력발전소 등에서 사용되는 복수기에 대하여 설계 및 제작과 설치에 관한 국내 독점실시권을 취득. 특히, 원자력발전분야는 미국의 FOSTER WHEELER와 협력관계를 바탕으로 한국수력원자력을 상대로 수주활동을 진행."
원자력발전 ,일진파워,"한국원자력연구원의 원자력발전설비중 하나인 중소형 원자로(SMART)개발사업과 다목적 연구용원자로 개발사업에 주요 파트너로 동참했으며, 핵융합 핵심 원료인 삼중수소 취급 기술 보유. "
원자력발전 ,지투파워,원자력 발전설비 필수 인증요건인 Q클래스급 품질기준의 22.9kV의 수배전반을 22년 하반기 내에 시험 완료하고 제품 출시를 준비중.
원자력발전 ,제일테크노스,"건축용 자재를 제조하는 Deck Plate 사업 등을 영위. 신고리 원전 1~6호기, 신울진 원전 1~2호기, 신한울 원전 1~2호기 등에 데크플레이트 제품 중 고부가가치 제품인 하이데크를 공급한 바 있음."
원자력발전 ,비에이치아이,"발전용, 제철용 산업설비 설계/생산 전문업체. 주요 제품으로는 HRSG(Heat recovery steam generator, 배열회수보일러), 보일러, B.O.P(Balance of Plant) 등. 원자력 발전 보조설비(원자로에서 나오는 열을 보일러로 전달하는 열교환기를 비롯한 각종 주변기기)를 생산."
원자력발전 ,조광ILI,"산업용 밸브 생산업체로 조선기자재, 원자로설비, 석유화학플랜트, 반도체 설비 등에 사용되는 특수밸브와 일반밸브를 생산, 판매."
원자력발전 ,티플랙스,원전 핵심 장치에 사용되는 스테인레스 밸브를 생산 중.
원자력발전 ,에이프로젠,21년6월 원자력 보온(NUKON) 등 단열사업부문을 물적분할하여 분할 신설회사 에이프로젠아이앤씨를 설립해 100% 자회사로 보유.
원자력발전 ,삼영엠텍,"원자력발전용 터빈 관련 부품을 생산하는 업체로 두산중공업과 현대중공업에 신고리 1,2호기, 울진 5,6호기, 신월성 1,2호기, 신고리3,4호기 부품 등을 공급한 바 있음."
원자력발전 ,디케이락,"계장용 피팅 및 밸브 제조업체. 계장용 피팅 및 밸브는 조선, 해양 플랜트, 원자력, 화력, 수력 발전설비, 반도체, CNG 및 수소용 자동차 산업, 해외 정유시설의 대형 플랜트 등에 주로 사용. 국내 최초로 ASME(미국 기계기술자협회)로부터 원자력 발전주기자재 제작인증서인 ""N""과 부품 생산 자격인 ""NPT"" 획득."
원자력발전 ,비엠티,"산업용 피팅 및 밸브 생산업체. 주 매출 품목인 배관자재와 전기통신자재를 국내 외 반도체, IT, 조선/해양플랜트, 발전(원자력), 석유가스 플랜트 건설 및 각 설비에 공급중."
농업 ,성보화학,"작물보호제 전문 업체. 살균제(애니탄, 선두주자, 성보크린, 아그리마이신, 한소네골드), 살충제(에스페로, 세피나, 바태다), 제초제(바스타, 단골, 풀샷) 친환경 유기농자재(페리맥스) 등을 생산, 판매."
농업 ,동방아그로,"농약 제조 전문업체. 살림꾼, 일품, 싸이메트 등의 농약과 꼬꼬시 등 비료를 생산/판매중."
농업 ,아시아종묘,"종자산업 전문업체.국내외 작물 재배자들을 대상으로 종자 개발, 생산, 판매하는 사업을 영위. 주된 생산품은 나종자로, 현재 243개 작물 1,444 품종(채소종자 1,147종, 기타종자 297종)을 판매하고 있음."
농업 ,인바이오,"화학 농약 제조 및 판매업체. 작물보호제 원료를 해외 글로벌 화학회사에서 수입하여 자사의 제형개발을 통해 제품화하고, 국내 농협 및 농업관련 유통채널에 판매중. 주요 제품으로는 살균제, 살충제, 제초제, 살균살충제 등이 있음."
농업 ,우진비앤지,신규사업으로 미생물 농약 및 미생물 비료사업을 영위. 자체 개발한 미생물 농약의 원제 제조업 허가를 취득하고 국내 최대 규모의 농약회사에 원료를 납품 중.
농업 ,경농,"동오그룹 계열의 농약 제조 및 판매업체. 주요 제품으로는 살균제, 살충제, 제초제 등을 보유. 코스피 상장사인 비료제조업체 조비를 종속회사로 보유."
농업 ,아세아텍,"다목적관리기, 스피드 스프레이어, 결속기, 트랙터 등의 농기계를 제조, 판매하는 종합형 농업기계 제조업체."
농업 ,조비,"국내 최초의 민간자본의 복합비료회사. 맞춤 비료 등의 복합비료를 생산하고 있으며, 다양한 친환경 비료를 개발, 판매."
농업 ,대동,"농업용기계(엔진포함)를 전문적으로 생산 및 판매하는 국내 농기계전문업체. 농기계용 엔진 및 제품을 국내외 영업소, 직영점, 해외종속법인 등을 통하여 판매 중. 주요제품은 트랙터, 콤바인, 이앙기 등으로 구성."
농업 ,대유,"비료 및 농약 제조업체. 주요 제품으로는 비료분야에서 대유나르겐, 부리오, 대유 미리근 등이 있으며, 농약분야에서는 지브렐린 등이 있음."
농업 ,농우바이오,"국내 종묘산업 1위 업체. 국내외 작물 재배자들을 대상으로 종자 및 상토를 개발, 생산, 판매하는 사업을 영위. 주요 매출원은 고추, 무, 토마토, 배추 등 각종 종자 매출.  또한 R&D 본부 내에 육종연구소와 생명공학연구소를 보유."
농업 ,남해화학,"농협계열의 국내 최대 비료(복합비료, 요소, 맞춤형비료 등) 생산 및 판매업체."
농업 ,효성오앤비,"혼합유박비료, 유기복합비료, 혼합유기질비료 등의 유기질비료 제조업체. 농협중앙회를 통해 유기질 비료를 전국에 공급. 주요 제품으로 과수/원예/수도작용 비료(유박골드, 우황골드), 과수작물 전용비료(프로파머), 수도작 전용비료(러브미) 등이 있음."
농업 ,포메탈,"종합단조정밀기계부품 생산 업체. 농기계 엔진의 주요 구성품인 크랑크샤프트, 캠샤프트, 커넥팅로드 등을 생산."
농업 ,대동금속,"농기계, 산업기계, 자동차용 주물소재를 생산, 판매하는 업체. 농기계용 주물 제품은 모기업인 대동 및 대동기어에 납품 중이며, 일본의 KMT(구보다)에 직수출함. "
농업 ,롯데정밀화학,"롯데그룹계열의 정밀화학 기업으로 비료의 주원료인 암모니아, 요소사업을 영위."
농업 ,KG케미칼,"복합비료(복합비료, 유기질비료, 원예용 복합비료 등) 등을 주력으로 생산중."
농업 ,TYM,"트랙터, 콤바인, 이앙기 등 각종 농기계 제조사업을 영위."
농업 ,카프로,"나일론의 원료인 카프로락탐 및 부산물 제조가공 및 판매 업체. 국내 유일의 카프로락탐 생산업체이며, 국내 최대의 유안비료 생산업체. 유안비료의 경우 판매량의 대부분을 수출하고, 나머지는 농업용, 원료용, 공업용으로 국내에 판매."
농업 ,골든센츄리,"중간 지주회사 홍콩금세기를 100% 자회사로 보유하고 지주사업을 영위하는 업체. 그룹 내에서 실질 영업회사는 중국 내에 있는 강소금세기(주제품: 트랙터용 휠, 트랙터 완성차)와 금세기차륜(주제품: 트랙터용 휠)임."
농업 ,대동기어,"자동차 및 농기계, 산업기계 등의 동력전달장치용 부품 및 트랜스밋션을 주로 제조, 판매. 주요 매출처는 대동, 한국지엠, 현대계열(현대트랜시스 외), 현대코퍼레이션, 모트롤 등."
농업 ,누보,"비료, 유기농업자재 연구개발 및 제조, 판매를 주력사업으로 영위. 매출 대부분이 비료 사업에서 발생하며, 주요 제품으로는 화학비료(논편한 원타임, 납작이, 비료대왕), 코팅비료(논편한 올코팅, 논편한 원타임 골드), 유기질비료(참편한9), 유기농비료(트리플, 일석4조) 등이 있음."
농업 ,KPX생명과학,"원료의약 및 의약품중간체 제조 부문의 사업을 영위하는 업체. 주요 제품으로는 작물보호제의 원료인 AMZ, 항생제 중간체로 사용되는 AM19 등이 있음."
터치패널(스마트폰/태블릿PC 등) ,멜파스,"정전용량방식 터치스크린의 핵심기술을 보유한 터치솔루션 업체. 독자적인 정전용량방식 터치센싱 기술을 바탕으로 터치센서칩, 터치스크린 모듈 및 터치키 모듈을 개발, 공급. 주매출처는 삼성전자. 동사의 터치솔루션은 스마트폰, PMP, 디지털카메라, 태블릿PC 등에 터치스크린 또는 터치키 형태로 채택."
터치패널(스마트폰/태블릿PC 등) ,이큐셀,"반도체, 디스플레이 및 에너지 산업 분야의 공정 장비 개발 및 제조사업을 영위하는 업체. 주요 제품으로 디스플레이와 터치패널을 진공 상태에서 합착하는 장비인 진공합착기 등을 생산."
터치패널(스마트폰/태블릿PC 등) ,유아이디,"ITO Coating 제품(터치패널용 ITO Coating Glass, PLS 배면 Coating 제품 등), 라미네이션(Lamination)제품 제조 및 판매업을 영위."
터치패널(스마트폰/태블릿PC 등) ,하이딥,"스마트폰용 및 스마트와치용 Touch IC, Stylus Solution 개발업체. 스마트폰, 스마트워치, 태블릿, 노트북의 글로벌 모바일 기기에 적용하기 위한 차세대 Touch Solution기술과 Stylus Solution기술을 개발하고 있으며, 주요 제품은 Smartwatch용 Touch IC, Casino display용 Touch IC 등이 있음.  "
터치패널(스마트폰/태블릿PC 등) ,토비스,"산업용모니터(카지노 Gaming, Amusement, Public Information Display 기기 등) 및 TFT-LCD모듈(휴대폰, Tablet PC, 디지털카메라, 네비게이션, 전장용 Display 등) 제조업체. 터치패널 사업(휴대폰용 중/소형 터치윈도우)도 영위. 터치패널 전문업체인 나노티에스를 종속회사로 보유."
터치패널(스마트폰/태블릿PC 등) ,이미지스,Touch Controller IC(Touch & haptic Chip = One Chip)를 삼성전자에 공급중. 터치스크린 패널장치 관련 특허 취득.
터치패널(스마트폰/태블릿PC 등) ,파인텍,"휴대기기에 적용되는 다양한 디스플레이 부품을 설계, 제조하는 디스플레이 전문 업체. 부품사업부(TSP(TouchScreen Panel), Touch Key, Digitizer, ESL(Electronic Shelf Label))와 장비사업부(디스플레이 제조 장비, 2차전지 제조 장비)로 사업부문을 구분."
터치패널(스마트폰/태블릿PC 등) ,일진디스플,"스마트폰 및 태블릿PC용 터치스크린패널 생산, 판매업체. 매출의 대부분을 차지."
터치패널(스마트폰/태블릿PC 등) ,에스맥,"22년6월 TSP사업부문을 물적분할하여 에스맥디바이스를 설립하였으며, Touch Screen Module, Key Module 등을 제조."
터치패널(스마트폰/태블릿PC 등) ,베셀,"LCD/OLED 디스플레이용 장비 제조업체. LCD, OLED, 터치패널용 In-line System 및 각종 장비를 생산."
터치패널(스마트폰/태블릿PC 등) ,미래나노텍,IT 디스플레이 소재 전문 업체. 터치패널 사업부문에서 터치패널에 적용되는 투명 전도성 필름 생산/판매.
자전거 ,빅텍,"RFID관련 특허기술을 바탕으로 자전거무인대여시스템 설치사업 영위. '서울시 공공자전거(따릉이)'를 필두로 대전시 '타슈', 세종시 '어울링', 여수시 '여수랑', '부경대', 'KAIST', '대구경북과학기술원' 등에도 관련 시스템을 구축."
자전거 ,한국석유,자전거 도로의 주원료인 컬러바인드를 개발. 새만금 및 울산 태화강변 자전거 전용도로 사업에 컬러바인드를 공급.
자전거 ,알톤스포츠,"자전거 및 자전거 부품 제조/판매 업체. 주요제품으로 산악용, 접이식, 전기 자전거 등. 2011년 산악용 자전거로 유명한 코렉스자전거를 흡수 합병 및 2014년 전기자전거 업체 이알프스를 흡수합병."
